key,fare_amount
2015-01-27 13:08:24.0000002,4.625530594886737
2015-01-27 13:08:24.0000003,4.9664310876811735
2011-10-08 11:53:44.0000002,3.036348750379579
2012-12-01 21:12:12.0000002,6.532592245838724
2012-12-01 21:12:12.0000003,7.0624092421511175
2012-12-01 21:12:12.0000005,6.811044510433154
2011-10-06 12:10:20.0000001,3.168077058613256
2011-10-06 12:10:20.0000003,4.137187758577992
2011-10-06 12:10:20.0000002,4.73046488000263
2014-02-18 15:22:20.0000002,7.335747130668396
2014-02-18 15:22:20.0000003,7.668775380399012
2014-02-18 15:22:20.0000001,7.408658194119104
2010-03-29 20:20:32.0000002,2.9502089429344793
2010-03-29 20:20:32.0000001,4.260181831914791
2011-10-06 03:59:12.0000002,4.354669858370392
2011-10-06 03:59:12.0000001,5.835572194317053
2012-07-15 16:45:04.0000006,3.9943177471234024
2012-07-15 16:45:04.0000002,5.2901745079093665
2012-07-15 16:45:04.0000003,4.522925931001584
2012-07-15 16:45:04.0000004,4.380090272486538
2014-10-29 02:09:56.0000001,3.5187092297209013
2014-06-14 13:39:00.00000010,4.660769702707995
2014-06-14 13:39:00.00000060,3.5747064024072266
2014-06-14 13:39:00.00000087,3.6747227794246466
2014-06-14 13:39:00.00000050,5.875645471363217
2014-06-14 13:39:00.0000003,3.332940982847384
2014-06-14 13:39:00.000000158,7.687570968870192
2014-06-14 13:39:00.00000015,6.057021156165848
2014-06-14 13:39:00.00000073,3.35889656113489
2014-06-14 13:39:00.00000077,5.847231295392719
2014-06-14 13:39:00.000000145,4.830786302557435
2014-06-14 13:39:00.00000079,3.2041045596257813
2014-06-14 13:39:00.000000121,3.2180081329066796
2014-06-14 13:39:00.00000021,4.919101568599766
2014-06-14 13:39:00.0000005,3.7812105318011002
2014-06-14 13:39:00.000000165,3.7181718768895484
2014-06-14 13:39:00.000000184,3.290060446270579
2014-06-14 13:39:00.00000059,3.2341386647592345
2014-06-14 13:39:00.00000070,4.060447007524128
2014-06-14 13:39:00.00000068,3.009627805131104
2014-06-14 13:39:00.000000133,5.725807521637116
2014-06-14 13:39:00.000000128,4.780175545575272
2014-06-14 13:39:00.000000136,5.8035921376508
2014-06-14 13:39:00.00000017,4.53908076328957
2014-06-14 13:39:00.000000111,2.942363925087422
2014-06-14 13:39:00.000000115,4.800205781453924
2014-06-14 13:39:00.000000168,3.1434696654807377
2014-06-14 13:39:00.00000031,3.5039027904059883
2014-06-14 13:39:00.000000116,3.5390793675332923
2014-06-14 13:39:00.00000051,3.041012398558089
2014-06-14 13:39:00.000000193,4.8290879961741275
2014-06-14 13:39:00.000000132,5.9321651762906535
2014-06-14 13:39:00.000000167,5.660101010876836
2014-06-14 13:39:00.00000044,3.193099572394198
2014-06-14 13:39:00.000000138,3.341278321069684
2014-06-14 13:39:00.00000066,5.948706263451201
2014-06-14 13:39:00.00000063,4.792184074777688
2014-06-14 13:39:00.000000154,4.724215558412071
2014-06-14 13:39:00.00000097,5.960804112586557
2014-06-14 13:39:00.00000067,5.9885815761178245
2014-06-14 13:39:00.000000179,3.476794864030604
2014-06-14 13:39:00.00000092,4.567356783831116
2014-06-14 13:39:00.00000029,3.1069575871135022
2014-06-14 13:39:00.000000177,3.0715533011245597
2014-06-14 13:39:00.000000192,3.4238122449344224
2014-06-14 13:39:00.000000181,3.3692502557327924
2014-06-14 13:39:00.000000120,4.57127254824929
2014-06-14 13:39:00.0000008,3.0709969686612215
2014-06-14 13:39:00.000000103,2.9287848602149555
2014-06-14 13:39:00.00000049,5.821212931869208
2014-06-14 13:39:00.000000108,3.5465165426927077
2014-06-14 13:39:00.00000072,3.0230770023804503
2014-06-14 13:39:00.000000182,4.746687612222373
2014-06-14 13:39:00.00000061,3.360185127354876
2014-06-14 13:39:00.00000093,4.7664164637718756
2014-06-14 13:39:00.000000170,6.019081342581986
2014-06-14 13:39:00.000000147,5.690297636627577
2014-06-14 13:39:00.000000140,2.4628023314464547
2014-06-14 13:39:00.000000159,3.1311483094237507
2014-06-14 13:39:00.00000012,3.065835359807859
2014-06-14 13:39:00.00000025,3.3621108952251015
2014-06-14 13:39:00.000000156,3.2992760880215184
2014-06-14 13:39:00.000000152,3.6260558391849225
2014-06-14 13:39:00.000000129,4.516523793865975
2014-06-14 13:39:00.000000119,5.849042179056642
2014-06-14 13:39:00.000000118,3.2905321778944527
2014-06-14 13:39:00.00000076,2.869870993877336
2014-06-14 13:39:00.000000135,3.595045568758629
2014-06-14 13:39:00.00000023,5.725803400689291
2014-06-14 13:39:00.00000082,4.500248219209876
2014-06-14 13:39:00.000000125,4.8614127043916024
2014-06-14 13:39:00.00000075,4.113169646078521
2014-06-14 13:39:00.000000124,3.5218521335000688
2014-06-14 13:39:00.000000172,3.4613638059854495
2014-06-14 13:39:00.00000024,5.9674358174532385
2014-06-14 13:39:00.000000169,6.148786539283045
2014-06-14 13:39:00.00000052,4.587059605865557
2014-06-14 13:39:00.000000161,6.040162171126904
2014-06-14 13:39:00.00000038,3.6340655895326384
2014-06-14 13:39:00.00000035,4.896542273715946
2014-06-14 13:39:00.00000053,5.782624670119686
2014-06-14 13:39:00.000000183,3.4335621401305003
2014-06-14 13:39:00.000000131,5.2411508586715865
